id	name	attack	block	death	range
848	Blurberry	0	0	0	0
849	Barman	0	0	0	0
850	Aluft Gianne snr.	0	0	0	0
851	Gnome Waiter	0	0	0	0
852	Ogre chieftain	0	0	0	0
853	Og	0	0	0	0
854	Grew	0	0	0	0
855	Toban	0	0	0	0
856	Gorad	0	0	0	0
857	Ogre guard	0	0	0	0
858	Ogre guard	0	0	0	0
859	Ogre guard	0	0	0	0
860	Ogre guard	0	0	0	0
861	Ogre guard	0	0	0	0
862	City guard	2100	0	8576	0
863	Scared skavid	0	0	0	0
864	Mad skavid	0	0	0	0
865	Skavid	0	0	0	0
866	Skavid	0	0	0	0
867	Skavid	0	0	0	0
868	Skavid	0	0	0	0
869	Skavid	0	0	0	0
870	Enclave guard	2100	0	8576	0
871	Watchtower Wizard	0	0	0	0
872	Watchtower Wizard	0	0	0	0
873	Ogre trader	0	0	0	0
874	Ogre merchant	0	0	0	0
875	Ogre trader	0	0	0	0
876	Ogre trader	0	0	0	0
877	Tower guard	386	0	836	0
878	Colonel Radick	395	425	836	0
879	Delrith	64	65	67	0
880	Weakened Delrith	0	0	0	0
881	Traiborn	0	0	0	0
882	Gypsy Aris	0	0	0	0
883	Sir Prysin	0	0	0	0
884	Captain Rovin	0	0	0	0
885	Ceril Carnillean	0	0	0	0
886	Claus the chef	0	0	0	0
887	Guard	0	0	0	0
888	Philipe Carnillean	0	0	0	0
889	Henryeta Carnillean	0	0	0	0
890	Butler Jones	0	0	0	0
891	Alomone	0	0	0	0
892	Hazeel	0	0	0	0
893	Clivet	811	425	836	0
894	Hazeel Cultist	422	0	836	0
895	Boy	0	0	0	0
896	Nora T. Hagg	0	0	0	0
897	Witch's experiment	255	0	258	0
898	Witch's experiment (second form)	5327	0	5329	0
899	Witch's experiment (third form)	4925	0	4929	0
900	Witch's experiment (fourth form)	6559	0	6558	0
901	Mouse	0	0	0	0
902	Gundai	0	0	0	0
903	Lundail	0	0	0	0
904	Chamber guardian	0	0	0	0
905	Kolodion	0	0	0	0
906	Kolodion	0	0	0	0
907	Kolodion	811	404	1816	0
908	Kolodion	132	404	133	0
909	Kolodion	5322	5320	5323	0
910	Kolodion	811	404	714	0
911	Kolodion	69	65	68	0
912	Battle mage	811	0	836	0
913	Battle mage	811	0	836	0
914	Battle mage	197	0	196	0
915	Leela	0	0	0	0
916	Joe	0	0	0	0
917	Jail guard	401	0	836	0
918	Ned	0	0	0	0
919	Lady Keli	0	0	0	0
920	Prince Ali	0	0	0	0
921	Prince Ali	0	0	0	0
922	Aggie	0	0	0	0
923	Hassan	0	0	0	0
924	Osman	0	0	0	0
925	Border Guard	0	0	0	0
926	Border Guard	0	0	0	0
927	Fishing spot	0	0	0	0
928	Gujuo	0	0	0	0
929	Ungadulu	0	0	0	0
930	Ungadulu	0	0	0	0
931	Jungle savage	428	0	836	0
932	Fionella	0	0	0	0
933	Siegfried Erkle	0	0	0	0
934	Nezikchened	64	65	67	0
935	Viyeldi	0	0	0	0
936	San Tojalon	0	0	0	0
937	Irvig Senay	0	0	0	0
938	Ranalph Devere	5485	5489	5491	0
939	Boulder	0	0	0	0
940	Echned Zekin	0	0	0	0
941	Green dragon	80	89	92	80
942	Master chef	0	0	0	0
943	Survival expert	0	0	0	0
944	Combat instructor	0	0	0	0
945	RuneScape guide	0	0	0	0
946	Magic instructor	0	0	0	0
947	Financial advisor	0	0	0	0
948	Mining instructor	0	0	0	0
949	Quest guide	0	0	0	0
950	Giant rat	4933	4934	4935	0
951	Chicken	5387	5388	5389	5387
952	Fishing spot	0	0	0	0
953	Banker	0	0	0	0
954	Brother Brace	0	0	0	0
955	Cow	5849	5850	5851	5849
956	Drunken Dwarf	99	101	102	99
957	Mubariz	0	0	0	0
958	Fadli	0	0	0	0
959	A'abla	0	0	0	0
960	Sabreen	0	0	0	0
961	Surgeon General Tafani	0	0	0	0
962	Jaraah	0	0	0	0
963	Zahwa	0	0	0	0
964	Ima	0	0	0	0
965	Sabeil	0	0	0	0
966	Jadid	0	0	0	0
967	Dalal	0	0	0	0
968	Afrah	0	0	0	0
969	Jeed	0	0	0	0
970	Diango	0	0	0	0
971	Chadwell	0	0	0	0
972	Koftik	0	0	0	0
973	Koftik	0	0	0	0
974	Koftik	0	0	0	0
975	Koftik	0	0	0	0
976	Koftik	0	0	0	0
977	Blessed spider	5327	0	5329	0
978	Blessed giant rat	0	0	0	0
979	Slave	0	0	0	0
980	Slave	0	0	0	0
981	Slave	0	0	0	0
982	Slave	0	0	0	0
983	Slave	0	0	0	0
984	Slave	0	0	0	0
985	Slave	0	0	0	0
986	Boulder	0	0	0	0
987	Unicorn	0	0	0	0
988	Sir Jerro	400	425	836	0
989	Sir Carl	400	425	836	0
990	Sir Harry	400	425	836	0
991	Half-soulless	0	0	0	0
992	Kardia	0	0	0	0
993	Witch's cat	0	0	0	0
994	Niloof	0	0	0	0
995	Klank	0	0	0	0
996	Kamen	0	0	0	0
997	Kalrag	5319	5320	5321	0
998	Othainian	64	65	67	0
999	Doomion	64	65	67	0
1000	Holthion	64	65	67	0
1001	Dark mage	0	0	0	0
1002	Disciple of Iban	422	0	836	0
1003	Lord Iban	0	0	0	0
1004	Spider	6249	6250	6251	0
1005	Giant bat	0	0	0	0
1006	Sea slug	0	0	0	0
1007	Zamorak wizard	811	0	836	0
1008	Hamid	0	0	0	0
1009	Poison spider	5327	5328	5329	0
1010	Rantz	0	0	0	3460
1011	Fycie	0	0	0	0
1012	Bugs	0	0	0	0
1013	Swamp toad	0	0	0	0
1014	Bloated Toad	0	0	0	0
1015	Iron pickaxe	0	0	0	0
1016	Chompy bird	0	0	0	0
1017	Chicken	5387	5388	5389	5387
1018	Rooster	5387	0	5389	0
1019	Fire elemental	1029	0	1031	0
1020	Earth elemental	4868	4869	4870	0
1021	Air elemental	1040	0	1041	0
1022	Water elemental	1044	0	1048	0
1023	Vampire	7183	0	7185	0
1024	Baby impling	0	0	0	0
1028	Baby Impling	0	0	0	0
1029	Young Impling	0	0	0	0
1030	Gourmet Impling	0	0	0	0
1031	Earth Impling	0	0	0	0
1032	Essence Impling	0	0	0	0
1033	Eclectic Impling	0	0	0	0
1034	Nature Impling	0	0	0	0
1035	Magpie Impling	0	0	0	0
1036	Banker	0	0	0	0
1037	Prissy Scilla	0	0	0	0
1038	Rufus	0	0	0	0
1039	Barker	0	0	0	0
1040	Fidelio	0	0	0	0
1041	Sbott	0	0	0	0
1042	Roavar	0	0	0	0
1043	Will o' the wisp	0	0	0	0
1044	Monk of Zamorak	422	404	836	0
1045	Monk of Zamorak	422	404	836	0
1046	Monk of Zamorak	422	404	836	0
1047	Drezel	0	0	0	0
1049	Drezel	0	0	0	0
1050	Filiman Tarlock	0	0	0	0
1051	Nature Spirit	0	0	0	0
1052	Ghast	0	0	0	0
1053	Ghast	1087	1088	1089	0
1054	Ulizius	0	0	0	0
1055	Pirate Jackie the Fruit	0	0	0	0
1056	Mime	0	0	0	0
1057	Strange watcher	0	0	0	0
1058	Strange watcher	0	0	0	0
1059	Strange watcher	0	0	0	0
1060	Denulth	0	0	0	0
1061	Sergeant	0	0	0	0
1062	Sergeant	0	0	0	0
1063	Soldier	0	0	0	0
1064	Soldier	0	0	0	0
1065	Soldier	0	0	0	0
1066	Soldier	0	0	0	0
1067	Soldier	0	0	0	0
1068	Soldier	0	0	0	0
1069	Soldier	0	0	0	0
1070	Saba	0	0	0	0
1071	Tenzing	0	0	0	0
1072	Eadburg	422	425	836	0
1073	Archer	426	404	9055	426
1074	Archer	426	404	9055	426
1075	Archer	0	0	0	0
1076	Guard	401	404	836	0
1077	Guard	401	404	836	0
1078	Harold	0	0	0	0
1079	Tostig	0	0	0	0
1080	Eohric	0	0	0	0
1081	Servant	422	425	836	0
1082	Dunstan	0	0	0	0
1083	Wistan	0	0	0	0
1084	Breoca	422	425	836	0
1085	Ocga	422	425	836	0
1086	Man	0	0	0	0
1087	Penda	422	425	836	0
1088	Hygd	422	425	836	0
1089	Ceolburg	422	425	836	0
1090	Hild	0	0	0	0
1091	Bob	0	0	0	0
1092	White Knight	7042	0	836	0
1093	Billy	0	0	0	0
1094	Mountain goat	0	0	0	0
1095	Rock	6523	0	0	0
1096	Stick	284	285	287	284
1097	Pee Hat	284	285	287	284
1098	Kraka	284	285	287	284
1099	Dung	0	0	0	0
1100	Ash	0	0	0	0
1101	Thrower Troll	284	285	287	284
1102	Thrower Troll	284	285	287	284
1103	Thrower Troll	284	285	287	284
1104	Thrower Troll	284	285	287	284
1105	Thrower Troll	284	285	287	284
1106	Mountain troll	284	285	287	284
1107	Mountain troll	284	285	287	284
1108	Mountain troll	284	285	287	284
1109	Mountain troll	284	285	287	284
1110	Mountain troll	284	285	287	284
1111	Mountain troll	284	285	287	284
1112	Mountain troll	284	285	287	284
1113	Eadgar	0	0	0	0
1114	Godric	0	0	0	0
1115	Troll general	1259	0	287	0
1116	Troll general	1259	0	287	0
1117	Troll general	1259	0	287	0
1118	Troll spectator	1259	0	287	0
1119	Troll spectator	1259	0	287	0
1120	Troll spectator	1259	0	287	0
1121	Troll spectator	1259	0	287	0
1122	Troll spectator	1259	0	287	0
1123	Troll spectator	1259	0	287	0
1124	Troll spectator	1259	0	287	0
1125	Dad	1158	0	287	0
1126	Twig	1158	0	287	0
1127	Berry	1158	0	287	0
1128	Twig	0	0	0	0
1129	Berry	0	0	0	0
1130	Thrower troll	284	285	287	284
1131	Thrower troll	284	285	287	284
1132	Thrower troll	284	285	287	284
1133	Thrower troll	284	285	287	284
1134	Thrower troll	284	285	287	284
1135	Cook	0	0	0	0
1136	Cook	0	0	0	0
1137	Cook	0	0	0	0
1138	Mountain troll	284	285	287	284
1139	Mushroom	0	0	0	0
1140	Mountain goat	0	0	0	0
1141	Mountain goat	0	0	0	0
1142	Guard	0	0	0	0
1143	Guard	0	0	0	0
1144	Guard	0	0	0	0
1145	Guard	0	0	0	0
1146	Guard	0	0	0	0
1147	Guard	0	0	0	0
1148	Guard	0	0	0	0
1149	Guard	0	0	0	0
1150	Guard	0	0	0	0
1151	Burntmeat	0	0	0	0
1152	Weird Old Man	0	0	0	0
1153	Kalphite Worker	6223	6232	6230	6223
1154	Kalphite Soldier	6224	6227	6228	0
1155	Kalphite Guardian	6223	6232	6230	6223
1156	Kalphite Worker	6223	6232	6230	6223
1157	Kalphite Guardian	6223	6232	6230	6223
1158	Kalphite Queen	6241	6232	6242	6241
1159	Kalphite Queen	0	0	0	0
1160	Kalphite Queen	6235	6234	6233	6235
1161	Kalphite Larva	0	0	0	0
1162	Timfraku	0	0	0	0
1163	Tiadeche	0	0	0	0
1164	Tiadeche	0	0	0	0
1165	Tinsay	0	0	0	0
1166	Tinsay	0	0	0	0
1167	Tamayu	0	0	0	0
1168	Tamayu	0	0	0	0
1169	Tamayu	0	0	0	0
1170	Tamayu	0	0	0	0
1171	Lubufu	0	0	0	0
1172	The Shaikahan	1199	1200	1201	1197
1173	The Shaikahan	0	0	0	0
1174	Fishing spot	0	0	0	0
1175	Fishing spot	0	0	0	0
1176	Fishing spot	0	0	0	0
1177	Fishing spot	0	0	0	0
1178	Fishing spot	0	0	0	0
1179	Gull	0	0	0	0
1180	Cormorant	0	0	0	0
1181	Pelican	0	0	0	0
1182	Lord Iorwerth	0	0	0	0
1183	Elf warrior	428	0	836	426
1184	Elf warrior	428	0	836	0
1185	Elven city guard	0	0	0	0
1186	Idris	0	0	0	0
1187	Essyllt	0	0	0	0
1188	Morvran	0	0	0	0
1189	Fishing spot	0	0	0	0
1190	Fishing spot	0	0	0	0
1191	Fishing spot	0	0	0	0
1192	Rabbit	6090	0	6092	0
1193	Rabbit	6090	6091	6092	0
1194	Rabbit	6090	6091	6092	0
1195	Grizzly bear	4921	4927	4929	0
1196	Grizzly bear cub	0	0	0	0
1197	Grizzly bear cub	0	0	0	0
1198	Dire Wolf	6559	0	6558	0
1199	Elf Tracker	0	0	0	0
1200	Tyras guard	414	0	836	0
1201	Elf warrior	426	425	836	0
1202	Arianwyn	0	0	0	0
1203	Tyras guard	395	425	836	0
1204	Tyras guard	395	425	836	0
1205	Tyras guard	0	0	0	0
1206	Tyras guard	0	0	0	0
1207	Quartermaster	0	0	0	0
1208	Quartermaster	0	0	0	0
1209	Koftik	0	0	0	0
1210	Kings messenger	0	0	0	0
1211	Will o' the wisp	0	0	0	0
1212	Will o' the wisp	0	0	0	0
1213	Tegid	0	0	0	0
1214	Thistle	0	0	0	0
1215	Parrots	0	0	0	0
1216	Parroty Pete	0	0	0	0
1217	Gardener	433	0	836	0
1218	Ghoul	422	404	9055	422
1219	Leech	1273	0	1272	0
1220	Vampire	1264	0	7185	0
1221	Spider	0	0	0	0
1222	Mist	0	0	0	0
1223	Vampire	1264	0	0	0
1224	Vampyric hound	0	0	0	0
1225	Vampire	0	0	0	0
1226	Tree	0	0	0	0
1227	Myre Blamish Snail	8143	0	8144	0
1228	Blood Blamish Snail	8143	0	8144	0
1229	Ochre Blamish Snail	8143	0	8144	0
1230	Bruise Blamish Snail	8143	0	8144	0
1231	Bark Blamish Snail	8143	0	8144	0
1232	Myre Blamish Snail	8143	0	8144	0
1233	Blood Blamish Snail	8143	0	8144	0
1234	Ochre Blamish Snail	8143	0	8144	0
1235	Bruise Blamish Snail	8143	0	8144	0
1236	Fishing spot	0	0	0	0
1237	Fishing spot	0	0	0	0
1238	Fishing spot	0	0	0	0
1239	Bedabin Nomad Fighter	390	0	836	0
1240	Loar Shadow	0	0	0	0
1241	Loar Shade	1283	1284	1308	0
1242	Shade Spirit	0	0	0	0
1243	Phrin Shadow	0	0	0	0
1244	Phrin Shade	1283	0	1287	0
1245	Riyl Shadow	0	0	0	0
1246	Riyl Shade	1283	0	1287	0
1247	Asyn Shadow	0	0	0	0
1248	Asyn Shade	1283	0	1287	0
1249	Fiyr Shadow	0	0	0	0
1250	Fiyr Shade	1283	0	1287	0
1251	Afflicted(Ulsquire)	0	0	0	0
1252	Ulsquire Shauncy	0	0	0	0
1253	Afflicted(Razmire)	0	0	0	0
1254	Razmire Keelgan	0	0	0	0
1255	Mort'ton Local	0	0	0	0
1256	Mort'ton Local	0	0	0	0
1257	Afflicted	422	0	836	0
1258	Afflicted	422	0	836	0
1259	Mort'ton local	0	0	0	0
1260	Mort'ton local	0	0	0	0
1261	Afflicted	422	0	836	0
1262	Afflicted	422	0	836	0
1263	Wizard	0	0	0	0
1264	Saradomin wizard	376	0	836	0
1265	Rock Crab	1312	1313	1314	1312
1266	Rocks	1312	1313	1314	1312
1267	Rock Crab	1312	1313	1314	1312
1268	Rocks	1312	1313	1314	1312
1269	Olaf the Bard	1312	1313	1314	1312
1270	Lalli	0	0	0	0
1271	Golden sheep	0	0	0	0
1272	Golden sheep	0	0	0	0
1273	Fossegrimen	0	0	0	0
1274	Ospak	0	0	0	0
1275	Styrmir	0	0	0	0
1276	Torbrund	0	0	0	0
1277	Fridgeir	0	0	0	0
1278	Longhall Bouncer	0	0	0	0
1279	The Draugen	390	0	836	0
1280	Butterfly	0	0	0	0
1281	Sigli the Huntsman	0	0	0	0
1282	Sigmund The Merchant	0	0	0	0
1283	Swensen the Navigator	0	0	0	0
1284	Bjorn	0	0	0	0
1285	Eldgrim	0	0	0	0
1286	Manni the Reveller	0	0	0	0
1287	Council workman	0	0	0	0
1288	Peer the Seer	0	0	0	0
1289	Thorvald the Warrior	0	0	0	0
1290	Koschei the deathless	390	0	836	0
1291	Koschei the deathless	390	0	836	0
1292	Koschei the deathless	390	0	836	0
1293	Koschei the deathless	390	0	836	0
1294	Brundt the Chieftain	0	0	0	0
1295	Askeladden	0	0	0	0
1296	Guard	0	0	0	0
1297	Guard	0	0	0	0
1298	Town Guard	0	0	0	0
1299	Town Guard	0	0	0	0
1300	A bartender.	0	0	0	0
1301	Yrsa	0	0	0	0
1302	Fisherman	0	0	0	0
1303	Skulgrimen	0	0	0	0
1304	Sailor	0	0	0	0
1305	Agnar	422	425	836	0
1306	Freidir	422	425	836	0
1307	Borrokar	395	425	836	0
1308	Lanzig	422	425	836	0
1309	Pontak	422	425	836	0
1310	Freygerd	0	0	0	0
1311	Lensa	0	0	0	0
1312	Jennella	0	0	0	0
1313	Sassilik	0	0	0	0
1314	Inga	0	0	0	0
1315	Fish monger	0	0	0	0
1316	Fur trader	0	0	0	0
1317	Market Guard	390	0	836	0
1318	Warrior	401	0	836	0
1319	Fox	6562	0	6570	0
1320	Bunny	1245	0	1246	0
1321	Bunny	1245	1244	1246	0
1322	Gull	0	0	0	0
1323	Gull	0	0	0	0
1324	Gull	0	0	0	0
1325	Gull	0	0	0	0
1326	Bear Cub	0	0	0	0
1327	Bear Cub	0	0	0	0
1328	Unicorn Foal	6376	6375	6377	6376
1329	Black unicorn Foal	6376	0	6377	0
1330	Wolf	6559	0	6558	0
1331	Fishing spot	0	0	0	0
1332	Fishing spot	0	0	0	0
1333	Fishing spot	0	0	0	0
1334	Jossik	0	0	0	0
1335	Jossik	0	0	0	0
1336	Larrissa	0	0	0	0
1337	Larrissa	0	0	0	0
1338	Dagannoth	1340	1340	1342	1340
1339	Dagannoth	1343	1340	1342	1340
1340	Dagannoth	1343	1340	1342	1340
1341	Dagannoth	1341	1340	1342	0
1342	Dagannoth	1341	1340	1342	0
1343	Dagannoth	1341	1340	1342	0
1344	Dagannoth	0	0	0	0
1345	Dagannoth	0	0	0	0
1346	Dagannoth	0	0	0	0
1347	Dagannoth	1341	1340	1342	0
1348	Dagannoth mother	1341	1340	1342	1340
1349	Dagannoth mother	1341	1340	1342	1340
1350	Dagannoth mother	1341	1340	1342	1340
1351	Dagannoth mother	1341	1340	1342	1340
1352	Dagannoth mother	1341	1340	1342	1340
1353	Dagannoth mother	1341	1340	1342	1340
1354	Dagannoth mother	1341	1340	1342	1340
1355	Dagannoth mother	1341	1340	1342	1340
1356	Dagannoth mother	1341	1340	1342	1340
1357	Sam	0	0	0	0
1358	Rachael	0	0	0	0
1359	Queen Sigrid	0	0	0	0
1360	Banker	0	0	0	0
1361	Arnor	0	0	0	0
1362	Haming	0	0	0	0
1363	Moldof	0	0	0	0
1364	Helga	0	0	0	0
1365	Matilda	0	0	0	0
1366	Ashild	0	0	0	0
1367	Skraeling	401	425	836	0
1368	Skraeling	395	425	836	0
1369	Fishmonger	0	0	0	0
1370	Greengrocer	0	0	0	0
1371	Prince Brand	0	0	0	0
1372	Princess Astrid	0	0	0	0
1373	King Vargas	0	0	0	0
1374	Guard	0	0	0	0
1375	Advisor Ghrim	0	0	0	0
1376	Derrik	0	0	0	0
1377	Farmer	0	0	0	0
1378	Flower Girl	0	0	0	0
1379	Ragnar	0	0	0	0
1380	Einar	0	0	0	0
1381	Alrik	422	425	836	0
1382	Thorhild	0	0	0	0
1383	Halla	0	0	0	0
1384	Yrsa	0	0	0	0
1385	Sailor	0	0	0	0
1386	Rannveig	422	425	836	0
1387	Thora	0	0	0	0
1388	Valgerd	422	425	836	0
1389	Skraeling	395	425	836	0
1390	Broddi	422	425	836	0
1391	Skraeling	395	425	836	0
1392	Ragnvald	810	425	836	0
1393	Fishmonger	0	0	0	0
1394	Greengrocer	0	0	0	0
1395	Lumberjack Leif	0	0	0	0
1396	Miner Magnus	0	0	0	0
1397	Fisherman Frodi	0	0	0	0
1398	Gardener Gunnhild	0	0	0	0
1399	Fishing spot	0	0	0	0
1400	Gull	0	0	0	0
1401	Chicken	5387	5388	5389	5387
1402	Chicken	5387	5388	5389	5387
1403	Rooster	5387	5388	5389	0
1404	Rabbit	6090	6091	6092	0
1405	Fishing spot	0	0	0	0
1406	Fishing spot	0	0	0	0
1407	Daero	0	0	0	0
1408	Waydar	0	0	0	0
1409	Waydar	0	0	0	0
1410	Waydar	0	0	0	0
1411	Garkor	0	0	0	0
1412	Garkor	0	0	0	0
1413	Lumo	0	0	0	0
1414	Lumo	0	0	0	0
1415	Bunkdo	0	0	0	0
1416	Bunkdo	0	0	0	0
1417	Carado	0	0	0	0
1418	Carado	0	0	0	0
1419	Lumdo	0	0	0	0
1420	Karam	0	0	0	0
1421	Karam	0	0	0	0
1422	Karam	0	0	0	0
1423	Bunkwicket	0	0	0	0
1424	Waymottin	0	0	0	0
1425	Zooknock	0	0	0	0
1426	Zooknock	0	0	0	0
1427	G.L.O. Caranock	0	0	0	0
1428	G.L.O. Caranock	0	0	0	0
1429	Dugopul	0	0	0	0
1430	Salenab	0	0	0	0
1431	Trefaji	0	0	0	0
1432	Aberab	0	0	0	0
1433	Solihib	0	0	0	0
1434	Daga	0	0	0	0
1435	Tutab	0	0	0	0
1436	Ifaba	0	0	0	0
1437	Hamab	0	0	0	0
1438	Hafuba	0	0	0	0
1439	Denadu	0	0	0	0
1440	Lofu	0	0	0	0
1441	Kruk	0	0	0	0
1442	Duke	1383	1393	1384	0
1443	Oipuis	1383	1393	1384	0
1444	Uyoro	1383	1393	1384	0
1445	Ouhai	1383	1387	1384	0
1446	Uodai	1383	1393	1384	0
1447	Padulah	1383	1393	1384	0
1448	Awowogei	0	0	0	0
1449	Uwogo	0	0	0	0
1450	Muruwoi	0	0	0	0
1451	Sleeping Monkey	0	0	0	0
1452	Monkey Child	0	0	0	0
1453	The Monkey's Uncle	0	0	0	0
1454	The Monkey's Aunt	0	0	0	0
1455	Monkey Guard	1392	0	1384	0
1456	Monkey Archer	0	0	0	1394
1457	Monkey Archer	1394	1393	1384	0
1458	Monkey Archer	1394	1393	1384	0
1459	Monkey Guard	1402	1403	1404	1402
1460	Monkey Guard	1402	0	1404	0
1461	Elder Guard	0	0	0	0
1462	Elder Guard	0	0	0	0
1463	Monkey	0	0	0	0
1464	Monkey	0	0	0	0
1465	Monkey Zombie	1383	1393	1384	0
1466	Monkey Zombie	1392	1393	1384	0
1467	Monkey Zombie	1392	1393	1384	0
1468	Bonzara	0	0	0	0
1469	Monkey minder	0	0	0	0
1470	Foreman	0	0	0	0
1471	Skeleton	5519	5520	5521	5519
1472	Jungle demon	0	0	0	0
1473	Spider	6249	6250	6251	0
1474	Spider	0	0	0	0
1475	Bird	6775	0	6779	0
1476	Bird	6775	0	6777	0
1477	Scorpion	0	0	0	0
1478	Jungle spider	5327	0	5329	0
1479	Snake	0	0	0	0
1480	Small ninja monkey	0	0	0	0
1481	Medium ninja monkey	0	0	0	0
1482	Gorilla	0	0	0	0
1483	Bearded gorilla	0	0	0	0
1484	Ancient monkey	0	0	0	0
1485	Small zombie monkey	0	0	0	0
1486	Large zombie monkey	0	0	0	0
1487	Monkey	0	0	0	0
1488	Dummy	0	0	0	0
1489	Dummy	0	0	0	0
1490	Dummy	0	0	0	0
1491	Dummy	0	0	0	0
1492	Dummy	0	0	0	0
1493	Dummy	0	0	0	0
1494	Dummy	0	0	0	0
1495	Dummy	0	0	0	0
1496	Dummy	0	0	0	0
1497	Dummy	0	0	0	0
1498	Dummy	0	0	0	0
1499	Dummy	0	0	0	0
1500	Dummy	0	0	0	0
1501	Dummy	0	0	0	0
1502	Dummy	0	0	0	0
1503	Dummy	0	0	0	0
1504	Dummy	0	0	0	0
1505	Dummy	0	0	0	0
1506	Dummy	0	0	0	0
1507	Dummy	0	0	0	0
1508	Forester	0	0	0	0
1509	Woman-at-arms	0	0	0	0
1510	Apprentice	0	0	0	0
1511	Ranger	0	0	0	0
1512	Adventurer	0	0	0	0
1513	Mage	0	0	0	0
1514	Hiylik Myna	0	0	0	0
1515	Nail beast	0	0	0	0
1521	Nail beast	5989	0	5990	0
1522	Nail beast	0	0	0	0
1523	Nail beast	0	0	0	0
1524	Undead Lumberjack	5970	0	5972	0
1525	Undead Lumberjack	0	0	0	0
1526	Lanthus	0	0	0	0
1527	Mine cart	0	0	0	0
1528	Zealot	0	0	0	0
1529	Sheep	0	0	0	0
1530	Rabbit	0	0	0	0
1531	Imp	0	0	0	0
1532	Barricade	0	0	9658	0
1533	Barricade	0	0	9658	0
1534	Barricade	0	0	9658	0
1535	Barricade	0	0	9658	0
1536	Possessed pickaxe	185	186	188	0
1537	Haze	0	0	0	0
1538	Corpse	0	0	0	0
1539	Skeletal miner	5485	0	5491	0
1540	Treus Dayth	5540	5541	5542	5545
1541	Ghost	0	0	0	0
1542	Loading crane	0	0	0	0
1543	Innocent-looking key	0	0	0	0
1544	Mine cart	0	0	0	0
1545	Mine cart	0	0	0	0
1546	Mine cart	0	0	0	0
1547	Mine cart	0	0	0	0
1548	Mine cart	0	0	0	0
1549	Ghost	5540	5541	5542	0
1550	Chompy bird	6761	0	6762	0
1551	Mischievous ghost	0	0	0	0
1552	Santa	0	0	0	0
1553	Ug	0	0	0	0
1554	Aga	0	0	0	0
1555	Arrg	0	0	0	0
1556	Arrg	0	0	0	0
1557	Ug	0	0	0	0
1558	Ice wolf	6559	0	6558	0
1559	Ice wolf	0	0	0	0
1560	Ice Troll	284	285	287	0
1561	Ice Troll	284	285	287	0
1562	Ice Troll	284	285	287	0
1563	Ice Troll	284	285	287	0
1564	Ice Troll	284	285	287	0
1565	Ice Troll	284	285	287	0
1566	Ice Troll	284	285	287	0
1567	Cyreg Paddlehorn	0	0	0	0
1568	Curpile Fyod	0	0	0	0
1569	Veliaf Hurtz	0	0	0	0
1570	Sani Piliu	0	0	0	0
1571	Harold Evans	0	0	0	0
1572	Radigad Ponfit	0	0	0	0
1573	Polmafi Ferdygris	0	0	0	0
1574	Ivan Strom	0	0	0	0
1575	Skeleton Hellhound	0	0	0	0
1576	Stranger	0	0	0	0
1577	Vanstrom Klause	0	0	0	0
1578	Mist	0	0	0	0
1579	Vanstrom Klause	0	0	0	0
1580	Vanstrom Klause	0	0	0	0
1581	Vanstrom Klause	0	0	0	0
1582	Fire giant	4666	4664	4668	4666
1583	Fire giant	4666	4664	4668	4666
1584	Fire giant	4666	4664	4668	4666
1585	Fire giant	4666	4664	4668	4666
1586	Fire giant	4666	4664	4668	4666
1587	Moss giant	4666	4665	4668	4666
1588	Moss giant	4666	4665	4668	4666
1589	Baby red dragon	25	26	28	25
1590	Bronze dragon	80	89	92	80
1591	Iron dragon	80	89	92	80
1592	Steel dragon	80	89	92	80
1593	Wild dog	6562	6563	6564	6562
1594	Wild dog	6562	6563	6564	6562
1595	Saniboch	0	0	0	0
1596	Vannaka	0	0	0	0
1597	Vannaka	0	0	0	0
1598	Chaeldar	0	0	0	0
1599	Cave crawler	0	0	0	0
1600	Cave crawler	266	267	265	266
1601	Cave crawler	266	267	265	266
1602	Cave crawler	266	267	265	266
1603	Cave crawler	266	267	265	266
1604	Aberrant spectre	9466	9468	9467	1507
1605	Aberrant spectre	9466	9468	9467	1507
1606	Aberrant spectre	9466	9468	9467	1507
1607	Aberrant spectre	9466	9468	9467	1507
1608	Kurask	9439	9441	9440	9439
1609	Kurask	9439	9441	9440	9439
1610	Gargoyle	9454	9455	1518	1516
1611	Swarming turoth	1516	0	1518	1516
1612	Banshee	9449	9451	9450	1523
1613	Nechryael	9487	9489	9488	1528
1614	Death spawn	1540	0	9460	1540
1615	Abyssal demon	1537	0	1538	1537
1616	Basilisk	260	261	264	260
1617	Basilisk	260	261	264	260
1618	Bloodveld	9130	9132	9131	1552
1619	Bloodveld	9130	9132	9131	1552
1620	Cockatrice	7762	7761	7763	7762
1621	Cockatrice	7762	7761	7763	7762
1622	Turoth	9471	9473	9472	9471
1623	Turoth	9471	9473	9472	9471
1624	Dust devil	1557	1555	1558	1557
1625	Smokedevil	1557	0	1558	0
1626	Turoth	9471	9473	9472	9471
1627	Turoth	9471	9473	9472	9471
1628	Turoth	9471	9473	9472	9471
1629	Turoth	9471	9473	9472	9471
1630	Turoth	9471	9473	9472	9471
1631	Rockslug	1595	1596	1597	1595
1632	Rockslug	1595	1596	1597	1595
1633	Pyrefiend	8080	8084	8078	0
1634	Pyrefiend	8080	8084	8078	0
1635	Pyrefiend	8080	8084	8078	0
